Register Name,Register Description,Register Address,Register Width,Field Name,Field Description,Field Offset,Field Width,Field Reset Value,Field Access,Field Hw Access,Field Condition,Field Action,Field Logic Comment,Field is Covered,Field Backdoor,Field is Reserved,Field is Volatile,Field Constraints,Field Parameter Name,Field Parameter Value,Field Parameter Description
dllsttca,0,0xE24,32,unfl,Underflow status. This output is set when a quarter of the clock cycle is less than the shortest delay that the delay chain can handle.,1,1,0,RO,WO,,,,TRUE,dllsttca_unfl,,,,,,
dllsttca,0,0xE24,32,rfu,Reserved for Future Use,2,30,0,,,,,,,,TRUE,,,,,
dllsttdq,DLL  Status Register for PHY Data Module,0xE28,32,ovfl,Overflow status. This output is set when a quarter of the clock cycle is greater than the largest delay that the delay chain can handle.,0,2,0,RO,WO,,,,TRUE,dllsttdq_ovfl,,,,,,
dllsttdq,0,0xE28,32,ovfl,Overflow status. This output is set when a quarter of the clock cycle is greater than the largest delay that the delay chain can handle.,0,2,0,RO,WO,,,,TRUE,dllsttdq_ovfl,,,,,,
dllsttdq,0,0xE28,32,unfl,Underflow status. This output is set when a quarter of the clock cycle is less than the shortest delay that the delay chain can handle.,2,2,0,RO,WO,,,,TRUE,dllsttdq_unfl,,,,,,
dllsttdq,0,0xE28,32,rfu,Reserved for Future Use,4,28,0,,,,,,,,TRUE,,,,,
pdsr,PHY DFT Status Register,0xE2C,32,bist_done,PHY BIST done status,0,1,0,RO,WO,,,,TRUE,pdsr_bist_done,,,,,,
pdsr,0,0xE2C,32,bist_err,PHY BIST error status,1,1,0,RO,WO,,,,TRUE,pdsr_bist_err,,,,,,
pdsr,0,0xE2C,32,lp_done,PHY loopback test done status,2,1,0,RO,WO,,,,TRUE,pdsr_lp_done,,,,,,
pdsr,0,0xE2C,32,lp_err,PHY loopback test error status,3,1,0,RO,WO,,,,TRUE,pdsr_lp_err,,,,,,
pdsr,0,0xE2C,32,rfu,Reserved for Future Use,4,28,0,,,,,,,,TRUE,,,,,
pcsr,PHY Compensation Status Register,0xE30,32,srstc,Compensation soft-restart completed,0,1,0,RO,WO,,,,TRUE,pcsr_srstc,,,,,,
pcsr,0,0xE30,32,updc_p,Indicates if settings of the compensation were updated,1,1,0,RO,WO,,,,TRUE,pcsr_updc_p,,,,,,
pcsr,0,0xE30,32,updc_n,Indicates if settings of the compensation were updated,2,1,0,RO,WO,,,,TRUE,pcsr_updc_n,,,,,,
pcsr,0,0xE30,32,updc_rtt,Indicates if settings of the compensation were updated,3,1,0,RO,WO,,,,TRUE,pcsr_updc_rtt,,,,,,
pcsr,0,0xE30,32,nbc,Impedance pull-down settings observation bits,4,4,0,RO,WO,,,,TRUE,pcsr_nbc,,,,,,
pcsr,0,0xE30,32,pbc,Impedance pull-up settings observation bits,8,4,0,RO,WO,,,,TRUE,pcsr_pbc,,,,,,
pcsr,0,0xE30,32,rbc,Impedance RTT settings observation bits,12,3,0,RO,WO,,,,TRUE,pcsr_rbc,,,,,,
pcsr,0,0xE30,32,rfu,Reserved for Future Use,15,17,0,,,,,,,,TRUE,,,,,
lpstt0,PHY Loopback Status Register 0,0xE34,32,lperr_dq,Loopback Error status of DQ Data Range [31:0],0,16,0,RO,WO,,,,TRUE,lpstt0_lperr_dq,,,,,,
lpstt0,0,0xE34,32,rfu,Reserved for Future Use,16,16,0,,,,,,,,TRUE,,,,,
lpstt1,PHY Loopback Status Register 1,0xE38,32,lperr_address,Loopback Error status of ADRESS,0,16,0,RO,WO,,,,TRUE,lpstt1_lperr_address,,,,,,
lpstt1,0,0xE38,32,lperr_we_n,Loopback Error status of WE_N,16,1,0,RO,WO,,,,TRUE,lpstt1_lperr_we_n,,,,,,
lpstt1,0,0xE38,32,lperr_cas_n,Loopback Error status of CAS_N,17,1,0,RO,WO,,,,TRUE,lpstt1_lperr_cas_n,,,,,,
lpstt1,0,0xE38,32,lperr_ras_n,Loopback Error status of RAS_N,18,1,0,RO,WO,,,,TRUE,lpstt1_lperr_ras_n,,,,,,
lpstt1,0,0xE38,32,lperr_ba,Loopback Error status of BA,19,3,0,RO,WO,,,,TRUE,lpstt1_lperr_ba,,,,,,
lpstt1,0,0xE38,32,lperr_cke,Loopback Error status of CKE,22,2,0,RO,WO,,,,TRUE,lpstt1_lperr_cke,,,,,,
lpstt1,0,0xE38,32,lperr_cs_n,Loopback Error status of CS_N,24,2,0,RO,WO,,,,TRUE,lpstt1_lperr_cs_n,,,,,,
lpstt1,0,0xE38,32,lperr_reset_n,Loopback Error status of RESET_N,26,1,0,RO,WO,,,,TRUE,lpstt1_lperr_reset_n,,,,,,
lpstt1,0,0xE38,32,lperr_odt,Loopback Error status of ODT,27,2,0,RO,WO,,,,TRUE,lpstt1_lperr_odt,,,,,,
lpstt1,0,0xE38,32,lperr_dm,Loopback Error status of DM,29,2,0,RO,WO,,,,TRUE,lpstt1_lperr_dm,,,,,,
lpstt1,0,0xE38,32,rfu,Reserved for Future Use,31,1,0,,,,,,,,TRUE,,,,,
